aqi,no,no2,o3,so2,pm2_5,pm10,nh3,date,lat,lon,city
5,0.0,18.51,51.5,33.85,80.85,97.29,6.14,2023-07-18 20:21:09 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,2.01,87.05,10.28,122.07,199.67,246.28,27.61,2023-07-18 20:21:10 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.0,16.97,65.8,22.89,66.51,82.85,4.69,2023-07-18 20:21:12 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.0,16.97,65.8,22.89,66.51,82.85,4.69,2023-07-18 20:21:12 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
4,0.0,27.76,68.67,24.8,63.64,87.49,4.75,2023-07-18 20:21:13 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.0,21.94,42.92,36.24,87.31,105.79,7.09,2023-07-18 20:38:14 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,5.53,82.25,3.89,117.3,228.64,281.65,30.15,2023-07-18 20:38:15 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.0,20.05,51.5,24.8,72.06,91.53,6.02,2023-07-18 20:38:15 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.0,20.05,51.5,24.8,72.06,91.53,6.02,2023-07-18 20:38:18 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
4,0.0,31.87,51.5,26.46,69.45,99.52,6.14,2023-07-18 20:38:19 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.0,21.94,42.92,36.24,87.31,105.79,7.09,2023-07-18 20:48:20 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,5.53,82.25,3.89,117.3,228.64,281.65,30.15,2023-07-18 20:48:20 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.0,20.05,51.5,24.8,72.06,91.53,6.02,2023-07-18 20:48:21 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.0,20.05,51.5,24.8,72.06,91.53,6.02,2023-07-18 20:48:22 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
4,0.0,31.87,51.5,26.46,69.45,99.52,6.14,2023-07-18 20:48:24 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.0,21.94,42.92,36.24,87.31,105.79,7.09,2023-07-18 20:58:27 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,5.53,82.25,3.89,117.3,228.64,281.65,30.15,2023-07-18 20:58:27 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.0,20.05,51.5,24.8,72.06,91.53,6.02,2023-07-18 20:58:31 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.0,20.05,51.5,24.8,72.06,91.53,6.02,2023-07-18 20:58:32 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
4,0.0,31.87,51.5,26.46,69.45,99.52,6.14,2023-07-18 20:58:36 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.0,21.94,42.92,36.24,87.31,105.79,7.09,2023-07-18 21:08:37 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,5.53,82.25,3.89,117.3,228.64,281.65,30.15,2023-07-18 21:08:38 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.0,20.05,51.5,24.8,72.06,91.53,6.02,2023-07-18 21:08:39 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.0,20.05,51.5,24.8,72.06,91.53,6.02,2023-07-18 21:08:40 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
4,0.0,31.87,51.5,26.46,69.45,99.52,6.14,2023-07-18 21:08:45 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.0,21.94,42.92,36.24,87.31,105.79,7.09,2023-07-18 21:18:46 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,5.53,82.25,3.89,117.3,228.64,281.65,30.15,2023-07-18 21:18:47 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.0,20.05,51.5,24.8,72.06,91.53,6.02,2023-07-18 21:18:48 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.0,20.05,51.5,24.8,72.06,91.53,6.02,2023-07-18 21:18:49 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
4,0.0,31.87,51.5,26.46,69.45,99.52,6.14,2023-07-18 21:18:50 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.0,21.94,42.92,36.24,87.31,105.79,7.09,2023-07-18 21:28:51 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,5.53,82.25,3.89,117.3,228.64,281.65,30.15,2023-07-18 21:28:52 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.0,20.05,51.5,24.8,72.06,91.53,6.02,2023-07-18 21:28:52 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.0,20.05,51.5,24.8,72.06,91.53,6.02,2023-07-18 21:28:54 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
4,0.0,31.87,51.5,26.46,69.45,99.52,6.14,2023-07-18 21:28:55 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,26.73,33.98,39.1,98.79,119.82,8.36,2023-07-18 21:38:30 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,14.08,81.57,0.59,123.98,273.04,332.41,34.45,2023-07-18 21:38:31 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,0.0,23.99,38.62,24.56,76.41,99.31,6.97,2023-07-18 21:38:33 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,0.0,23.99,38.62,24.56,76.41,99.31,6.97,2023-07-18 21:38:34 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.03,40.44,33.26,30.52,82.46,122.41,8.11,2023-07-18 21:38:35 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,26.73,33.98,39.1,98.79,119.82,8.36,2023-07-18 21:48:36 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,14.08,81.57,0.59,123.98,273.04,332.41,34.45,2023-07-18 21:48:37 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,0.0,23.99,38.62,24.56,76.41,99.31,6.97,2023-07-18 21:48:38 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,0.0,23.99,38.62,24.56,76.41,99.31,6.97,2023-07-18 21:48:40 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.03,40.44,33.26,30.52,82.46,122.41,8.11,2023-07-18 21:48:42 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,26.73,33.98,39.1,98.79,119.82,8.36,2023-07-18 21:56:00 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,14.08,81.57,0.59,123.98,273.04,332.41,34.45,2023-07-18 21:56:01 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,0.0,23.99,38.62,24.56,76.41,99.31,6.97,2023-07-18 21:56:01 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,0.0,23.99,38.62,24.56,76.41,99.31,6.97,2023-07-18 21:56:03 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.03,40.44,33.26,30.52,82.46,122.41,8.11,2023-07-18 21:56:04 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,26.73,33.98,39.1,98.79,119.82,8.36,2023-07-18 22:06:06 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,14.08,81.57,0.59,123.98,273.04,332.41,34.45,2023-07-18 22:06:07 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,0.0,23.99,38.62,24.56,76.41,99.31,6.97,2023-07-18 22:06:08 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,0.0,23.99,38.62,24.56,76.41,99.31,6.97,2023-07-18 22:06:09 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.03,40.44,33.26,30.52,82.46,122.41,8.11,2023-07-18 22:06:10 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,26.73,33.98,39.1,98.79,119.82,8.36,2023-07-18 22:06:06 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,14.08,81.57,0.59,123.98,273.04,332.41,34.45,2023-07-18 22:06:07 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,0.0,23.99,38.62,24.56,76.41,99.31,6.97,2023-07-18 22:06:08 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,0.0,23.99,38.62,24.56,76.41,99.31,6.97,2023-07-18 22:06:09 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.03,40.44,33.26,30.52,82.46,122.41,8.11,2023-07-18 22:06:10 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,26.73,33.98,39.1,98.79,119.82,8.36,2023-07-18 22:06:06 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,14.08,81.57,0.59,123.98,273.04,332.41,34.45,2023-07-18 22:06:07 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,0.0,23.99,38.62,24.56,76.41,99.31,6.97,2023-07-18 22:06:08 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,0.0,23.99,38.62,24.56,76.41,99.31,6.97,2023-07-18 22:06:09 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.03,40.44,33.26,30.52,82.46,122.41,8.11,2023-07-18 22:06:10 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,26.73,33.98,39.1,98.79,119.82,8.36,2023-07-18 22:24:41 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,14.08,81.57,0.59,123.98,273.04,332.41,34.45,2023-07-18 22:24:42 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
5,0.0,23.99,38.62,24.56,76.41,99.31,6.97,2023-07-18 22:24:43 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
5,0.0,23.99,38.62,24.56,76.41,99.31,6.97,2023-07-18 22:24:44 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.03,40.44,33.26,30.52,82.46,122.41,8.11,2023-07-18 22:24:45 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.02,29.47,28.25,37.19,106.14,128.57,8.74,2023-07-18 22:34:46 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,19.89,83.63,0.14,114.44,297.49,357.32,34.45,2023-07-18 22:34:47 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,26.73,30.76,20.74,71.61,95.55,6.84,2023-07-18 22:34:48 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,26.73,30.76,20.74,71.61,95.55,6.84,2023-07-18 22:34:49 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.12,47.3,22.89,32.9,96.33,145.6,9.37,2023-07-18 22:34:50 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.02,29.47,28.25,37.19,106.14,128.57,8.74,2023-07-18 22:44:51 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,19.89,83.63,0.14,114.44,297.49,357.32,34.45,2023-07-18 22:44:52 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,26.73,30.76,20.74,71.61,95.55,6.84,2023-07-18 22:44:53 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,26.73,30.76,20.74,71.61,95.55,6.84,2023-07-18 22:44:54 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.12,47.3,22.89,32.9,96.33,145.6,9.37,2023-07-18 22:44:55 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.02,29.47,28.25,37.19,106.14,128.57,8.74,2023-07-18 22:54:56 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,19.89,83.63,0.14,114.44,297.49,357.32,34.45,2023-07-18 22:54:57 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,26.73,30.76,20.74,71.61,95.55,6.84,2023-07-18 22:54:59 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,26.73,30.76,20.74,71.61,95.55,6.84,2023-07-18 22:55:00 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.12,47.3,22.89,32.9,96.33,145.6,9.37,2023-07-18 22:55:01 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.02,29.47,28.25,37.19,106.14,128.57,8.74,2023-07-18 23:05:02 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,19.89,83.63,0.14,114.44,297.49,357.32,34.45,2023-07-18 23:05:03 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,26.73,30.76,20.74,71.61,95.55,6.84,2023-07-18 23:05:04 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,26.73,30.76,20.74,71.61,95.55,6.84,2023-07-18 23:05:05 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.12,47.3,22.89,32.9,96.33,145.6,9.37,2023-07-18 23:05:06 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.02,29.47,28.25,37.19,106.14,128.57,8.74,2023-07-18 23:15:07 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,19.89,83.63,0.14,114.44,297.49,357.32,34.45,2023-07-18 23:15:09 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,26.73,30.76,20.74,71.61,95.55,6.84,2023-07-18 23:15:10 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,26.73,30.76,20.74,71.61,95.55,6.84,2023-07-18 23:15:11 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.12,47.3,22.89,32.9,96.33,145.6,9.37,2023-07-18 23:15:12 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.02,29.47,28.25,37.19,106.14,128.57,8.74,2023-07-18 23:25:13 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,19.89,83.63,0.14,114.44,297.49,357.32,34.45,2023-07-18 23:25:14 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,26.73,30.76,20.74,71.61,95.55,6.84,2023-07-18 23:25:15 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,26.73,30.76,20.74,71.61,95.55,6.84,2023-07-18 23:25:16 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.12,47.3,22.89,32.9,96.33,145.6,9.37,2023-07-18 23:25:17 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,27.76,26.11,28.13,99.59,120.45,7.47,2023-07-18 23:35:18 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,12.18,80.2,0.78,76.29,243.91,294.45,25.08,2023-07-18 23:35:19 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
4,0.01,28.79,27.9,15.97,64.07,86.91,6.33,2023-07-18 23:35:22 UTC,-25.8589,28.1858,"Centurion Mall, 1269, Gordon Hood Avenue, Tshwane Ward 57, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0051, South Africa"
4,0.01,28.79,27.9,15.97,64.07,86.91,6.33,2023-07-18 23:35:23 UTC,-25.9636,28.1378,"Old Pretoria Main Road, Randjespark, Johannesburg Ward 92, City of Johannesburg Metropolitan Municipality, Gauteng, 1683, South Africa"
5,0.09,45.93,21.28,27.66,98.64,148.43,8.61,2023-07-18 23:35:24 UTC,-26.0545,28.0589,"10th Avenue, Rivonia, Johannesburg Ward 106, Sandton, City of Johannesburg Metropolitan Municipality, Gauteng, 2010, South Africa"
5,0.01,27.76,26.11,28.13,99.59,120.45,7.47,2023-07-18 23:45:25 UTC,-25.7449,28.1878,"Gauteng Division of the High Court, Paul Kruger Street, Tshwane Ward 58, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0001, South Africa"
5,12.18,80.2,0.78,76.29,243.91,294.45,25.08,2023-07-18 23:45:27 UTC,-26.2023,28.0436,"Inner Court, 92, Eloff Street, Newtown, Johannesburg Ward 60, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa"
